Function	Run	Duration(ns)
sin	56	8459
sin	57	8542
sin	58	8459
sin	59	8458
sin	60	8458
sin	61	8459
sin	62	8459
sin	63	8458
sin	64	8417
sin	65	8417
sin	66	8458
sin	67	8416
sin	68	8500
sin	69	8417
sin	70	8458
sin	71	8375
sin	72	8458
sin	73	8500
sin	74	10542
sin	75	9042
sin	76	8458
sin	77	8416
sin	78	8500
sin	79	8459
sin	80	8458
sin	81	8458
sin	82	8375
sin	83	8458
sin	84	8458
sin	85	8500
sin	86	8417
sin	87	8458
sin	88	8416
sin	89	8416
sin	90	8458
sin	91	8458
sin	92	8500
sin	93	8542
sin	94	8458
sin	95	8416
sin	96	8458
sin	97	8417
sin	98	10209
sin	99	9250
sin	100	8417
loop	1	352167
loop	2	357625
loop	3	356542
loop	4	358708
loop	5	340875
loop	6	298625
loop	7	299084
loop	8	298792
loop	9	301542
loop	10	298666
loop	11	298833
loop	12	299000
loop	13	298750
loop	14	298917
loop	15	298750
loop	16	298875
loop	17	298834
loop	18	298792
loop	19	301541
loop	20	298958
loop	21	298791
loop	22	298708
loop	23	298792
loop	24	298833
loop	25	278625
loop	26	257625
loop	27	257583
loop	28	261417
loop	29	257667
loop	30	257500
loop	31	257584
loop	32	257792
loop	33	264416
loop	34	257458
loop	35	257625
loop	36	257583
loop	37	257584
loop	38	257625
loop	39	257625
loop	40	257709
loop	41	257792
loop	42	257459
loop	43	298542
loop	44	258209
loop	45	258000
loop	46	257625
loop	47	257583
loop	48	240250
loop	49	228750
loop	50	228625
loop	51	228708
loop	52	228875
loop	53	228541
loop	54	228708
loop	55	228667
loop	56	228833
loop	57	228542
loop	58	228875
loop	59	228666
loop	60	228667
loop	61	228709
loop	62	228542
loop	63	228667
loop	64	228708
loop	65	228875
loop	66	228709
loop	67	228667
loop	68	228833
loop	69	231333
loop	70	230250
loop	71	228750
loop	72	224667
loop	73	225042
loop	74	208209
loop	75	202875
loop	76	202292
loop	77	202667
loop	78	202375
loop	79	202750
loop	80	204875
loop	81	202666
loop	82	202208
loop	83	202958
loop	84	209000
loop	85	202875
loop	86	202500
loop	87	202708
loop	88	202291
loop	89	202750
loop	90	202375
loop	91	202834
loop	92	202334
loop	93	202834
loop	94	202334
loop	95	202875
loop	96	202292
loop	97	202709
loop	98	202250
loop	99	202708
loop	100	204875
recursive	1	2049708
recursive	2	1815167
recursive	3	1772709
recursive	4	1800250
recursive	5	1776000
recursive	6	1744250
recursive	7	1663833
recursive	8	1642000
recursive	9	1664666
recursive	10	1565917
recursive	11	1540625
recursive	12	1540542
recursive	13	1548500
recursive	14	1564834
recursive	15	1505917
recursive	16	1475708
recursive	17	1476500
recursive	18	1484166
recursive	19	1428625
recursive	20	1439792
recursive	21	1410166
recursive	22	1425458
recursive	23	1410917
recursive	24	1414709
recursive	25	1365500
recursive	26	1367292
recursive	27	1356334
recursive	28	1358834
recursive	29	1332167
recursive	30	1326708
recursive	31	1322125
recursive	32	1303916
recursive	33	1295917
recursive	34	1303625
recursive	35	1276541
recursive	36	1269250
recursive	37	1257166
recursive	38	1257209
recursive	39	1261625
recursive	40	1248125
recursive	41	1269167
recursive	42	1240500
recursive	43	1238834
recursive	44	1238750
recursive	45	1238834
recursive	46	1238833
recursive	47	1238708
recursive	48	1245375
recursive	49	1190583
recursive	50	1153625
recursive	51	1151292
recursive	52	1184583
recursive	53	1151292
recursive	54	1151333
recursive	55	1151250
recursive	56	1151333
recursive	57	1154667
recursive	58	1151250
recursive	59	1153750
recursive	60	1182166
recursive	61	1168000
recursive	62	1172500
recursive	63	1157583
recursive	64	1146625
recursive	65	1136125
recursive	66	1132709
recursive	67	1132417
recursive	68	1136917
recursive	69	1133625
recursive	70	1133875
recursive	71	1166042
recursive	72	1133750
recursive	73	1137625
recursive	74	1133208
recursive	75	1132750
recursive	76	1133291
recursive	77	1136417
recursive	78	1132750
recursive	79	1133167
recursive	80	1137541
recursive	81	1140458
recursive	82	1145000
recursive	83	1132292
recursive	84	1157000
recursive	85	1135959
recursive	86	1132209
recursive	87	1132750
recursive	88	1132625
recursive	89	1131959
recursive	90	1132375
recursive	91	1132583
recursive	92	1152083
recursive	93	1181333
recursive	94	1135334
recursive	95	1133916
recursive	96	1133250
recursive	97	1133791
recursive	98	1132750
recursive	99	1133333
recursive	100	1132584
remainder	1	917
remainder	2	875
remainder	3	875
remainder	4	875
remainder	5	833
remainder	6	875
remainder	7	834
remainder	8	834
remainder	9	834
remainder	10	875
remainder	11	833
remainder	12	833
remainder	13	833
remainder	14	875
remainder	15	833
remainder	16	833
remainder	17	833
remainder	18	833
remainder	19	750
remainder	20	708
remainder	21	666
remainder	22	667
remainder	23	667
remainder	24	666
remainder	25	667
remainder	26	667
remainder	27	708
remainder	28	708
remainder	29	709
remainder	30	667
remainder	31	625
remainder	32	667
remainder	33	666
remainder	34	667
remainder	35	667
remainder	36	666
remainder	37	667
remainder	38	667
remainder	39	666
remainder	40	667
remainder	41	667
remainder	42	666
remainder	43	667
remainder	44	667
remainder	45	666
remainder	46	667
remainder	47	667
remainder	48	666
remainder	49	667
remainder	50	667
remainder	51	666
remainder	52	667
remainder	53	667
remainder	54	666
remainder	55	667
remainder	56	667
remainder	57	666
remainder	58	667
remainder	59	667
remainder	60	666
remainder	61	667
remainder	62	667
remainder	63	708
remainder	64	709
remainder	65	708
remainder	66	708
remainder	67	709
remainder	68	666
remainder	69	667
remainder	70	667
remainder	71	667
remainder	72	667
remainder	73	666
remainder	74	709
remainder	75	667
remainder	76	667
remainder	77	667
remainder	78	666
remainder	79	667
remainder	80	666
remainder	81	667
remainder	82	666
remainder	83	667
remainder	84	666
remainder	85	667
remainder	86	667
remainder	87	667
remainder	88	667
remainder	89	667
remainder	90	667
remainder	91	666
remainder	92	667
remainder	93	666
remainder	94	667
remainder	95	666
remainder	96	667
remainder	97	666
remainder	98	667
remainder	99	667
remainder	100	667
bitwise	1	875
bitwise	2	875
bitwise	3	875
bitwise	4	875
bitwise	5	875
bitwise	6	875
bitwise	7	833
bitwise	8	833
bitwise	9	875
bitwise	10	834
bitwise	11	834
bitwise	12	834
bitwise	13	834
bitwise	14	875
bitwise	15	875
bitwise	16	833
bitwise	17	833
bitwise	18	833
bitwise	19	792
bitwise	20	708
bitwise	21	666
bitwise	22	667
bitwise	23	667
bitwise	24	666
bitwise	25	667
bitwise	26	709
bitwise	27	666
bitwise	28	708
bitwise	29	709
bitwise	30	708
bitwise	31	708
bitwise	32	709
bitwise	33	667
bitwise	34	666
bitwise	35	667
bitwise	36	667
bitwise	37	666
bitwise	38	708
bitwise	39	667
bitwise	40	708
bitwise	41	708
bitwise	42	709
bitwise	43	708
bitwise	44	708
bitwise	45	709
bitwise	46	708
bitwise	47	666
bitwise	48	667
bitwise	49	667
bitwise	50	708
bitwise	51	708
bitwise	52	709
bitwise	53	708
bitwise	54	666
bitwise	55	667
bitwise	56	667
bitwise	57	666
bitwise	58	667
bitwise	59	667
bitwise	60	708
bitwise	61	708
bitwise	62	709
bitwise	63	708
bitwise	64	666
bitwise	65	667
bitwise	66	667
bitwise	67	666
bitwise	68	667
bitwise	69	667
bitwise	70	666
bitwise	71	708
bitwise	72	709
bitwise	73	708
bitwise	74	708
bitwise	75	709
bitwise	76	708
bitwise	77	708
bitwise	78	667
bitwise	79	667
bitwise	80	666
bitwise	81	667
bitwise	82	667
bitwise	83	666
bitwise	84	667
bitwise	85	667
bitwise	86	666
bitwise	87	667
bitwise	88	667
bitwise	89	666
bitwise	90	667
bitwise	91	708
bitwise	92	667
bitwise	93	667
bitwise	94	667
bitwise	95	667
bitwise	96	666
bitwise	97	667
bitwise	98	666
bitwise	99	667
bitwise	100	708
cos	1	4042
cos	2	3542
cos	3	3541
cos	4	3542
cos	5	3209
cos	6	2875
cos	7	2833
cos	8	2833
cos	9	2833
cos	10	2833
cos	11	2833
cos	12	2833
cos	13	2834
cos	14	2834
cos	15	2792
cos	16	2792
cos	17	2791
cos	18	2750
cos	19	2791
cos	20	2792
cos	21	2792
cos	22	2750
cos	23	2750
cos	24	2791
cos	25	2792
cos	26	2792
cos	27	2750
cos	28	2792
cos	29	2791
cos	30	2792
cos	31	2750
cos	32	2750
cos	33	2792
cos	34	2791
cos	35	2750
cos	36	2750
cos	37	2792
cos	38	2792
cos	39	2750
cos	40	2750
cos	41	2791
cos	42	2792
cos	43	2750
cos	44	2792
cos	45	2792
cos	46	2791
cos	47	2750
cos	48	2791
cos	49	2792
cos	50	2792
cos	51	2750
cos	52	2792
cos	53	2791
cos	54	2750
cos	55	2750
cos	56	2791
cos	57	2792
cos	58	2792
cos	59	2750
cos	60	2750
cos	61	2791
cos	62	2792
cos	63	2750
cos	64	2750
cos	65	2833
cos	66	2792
cos	67	2750
cos	68	2750
cos	69	2792
cos	70	2791
cos	71	2750
cos	72	2791
cos	73	2792
cos	74	2792
cos	75	2750
cos	76	2750
cos	77	2791
cos	78	2792
cos	79	2750
cos	80	2750
cos	81	2792
cos	82	2791
cos	83	2792
cos	84	2750
cos	85	2792
cos	86	2792
cos	87	2791
cos	88	2750
cos	89	2791
cos	90	2792
cos	91	2750
cos	92	2750
cos	93	2792
cos	94	2791
cos	95	2750
cos	96	2791
cos	97	2792
cos	98	2792
cos	99	2750
cos	100	2792
binStr	1	27583
binStr	2	17708
binStr	3	17084
binStr	4	14125
binStr	5	17584
binStr	6	17334
binStr	7	17542
binStr	8	16667
binStr	9	17375
binStr	10	17584
binStr	11	14542
binStr	12	17833
binStr	13	18000
binStr	14	17667
binStr	15	17875
binStr	16	16625
binStr	17	14542
binStr	18	17791
binStr	19	16667
binStr	20	16500
binStr	21	16667
binStr	22	16708
binStr	23	16458
binStr	24	14542
binStr	25	17125
binStr	26	17542
binStr	27	16542
binStr	28	16417
binStr	29	19583
binStr	30	21000
binStr	31	22791
binStr	32	19208
binStr	33	15875
binStr	34	16166
binStr	35	16375
binStr	36	16167
binStr	37	14667
binStr	38	19750
binStr	39	16042
binStr	40	16083
binStr	41	16000
binStr	42	17000
binStr	43	14542
binStr	44	17083
binStr	45	20250
binStr	46	16750
binStr	47	16500
binStr	48	17375
binStr	49	14542
binStr	50	16834
binStr	51	17000
binStr	52	17500
binStr	53	16750
binStr	54	17250
binStr	55	16875
binStr	56	14584
binStr	57	17583
binStr	58	16125
binStr	59	16500
binStr	60	16459
binStr	61	17041
binStr	62	14458
binStr	63	17292
binStr	64	16334
binStr	65	20625
binStr	66	17375
binStr	67	17333
binStr	68	17167
binStr	69	14541
binStr	70	17542
binStr	71	17000
binStr	72	17292
binStr	73	17083
binStr	74	17417
binStr	75	14541
binStr	76	18167
binStr	77	16708
binStr	78	16792
binStr	79	17375
binStr	80	16917
binStr	81	17458
binStr	82	14541
binStr	83	17750
binStr	84	16667
binStr	85	16667
binStr	86	16833
binStr	87	16667
binStr	88	14500
binStr	89	17250
binStr	90	16833
binStr	91	16375
binStr	92	16542
binStr	93	17917
binStr	94	14541
binStr	95	16833
binStr	96	17000
binStr	97	16333
binStr	98	17166
binStr	99	16833
binStr	100	16833
