Function	Run	Duration(ns)
recursive	70	12412262167
recursive	71	12424775041
recursive	72	12285982625
recursive	73	12292019583
recursive	74	12285273708
recursive	75	12290289708
recursive	76	12316209125
recursive	77	12418145042
recursive	78	12295206583
recursive	79	12287445333
recursive	80	12288550958
recursive	81	12305764125
recursive	82	12289356709
recursive	83	12289820583
recursive	84	12296982958
recursive	85	12294250667
recursive	86	12301708500
recursive	87	12287103084
recursive	88	12287492875
recursive	89	12292083417
recursive	90	12291288875
recursive	91	12296642958
recursive	92	12293982541
recursive	93	12285492958
recursive	94	12288366625
recursive	95	12336612958
recursive	96	12395412750
recursive	97	12426128500
recursive	98	12503058208
recursive	99	12536855375
recursive	100	12342030834
